,Product,Review,Negative,Neutral,Positive,sentiment
383,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","I'm going to leave an HONEST REVIEW, I read others, and some people commented about flaws of multitasking, speed being slow etc. etc. I haven't purchased a LENOVO laptop ever in my life, THIS IS MY VERY FIRST LENOVO PURCHASE, so this review is completely UNBIASED....so let me run a detailed review at a price point of about 20k and small ram and storage, I bought this simply for basic purposes (youtube, writing, social media, emails etc.)Screen: BEAUTIFUL, runs 1080p wonderfully, produces a good picture AND IS TOUCHSCREEN WITH DETACHABLE FEATURE MAKING IT A TABLET!MultiTasking: I currently have whatsapp running, 8 tabs open in chrome (1 which is facebook, 2 are youtube, 1 is insta etc. and I have edge open) IT IS RUNNING SMOOTHLY. It is a mini powerhouse and is running beautifullyDetachable keyboard: works like a charm and has nice keys, the screen pops in like a puzzle/lego peiceAnother beautiful benefit is there's no huge laptop kind of fan / outlet! LESS NOISE! LESS HEAT!Battery lasts very long 8 hours give or take depending on what you're using it for (videos and streaming naturally will use more battery)Speakers: On the Standard Size, but it is Tablet like, so that is to be expected, sounds like a standard tablet/mobile phone but audio quality is quite crisp and enhanced, but you won't get surround sound deep bass effect.It is not meant for gaming, so don't give it aa bad review if it can't run your favorite games, it is a budget laptop that is extremely mobile, extremely portable 2 in 1 type, perfect for web browsing, video watching, email checking, word processing etc. I gave it 5 stars because it met all my requirements and the screen is absolutely beautiful! Runs 1080p videos crystal clear!",3.2,83.2,13.6,neu
384,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",If USB port 3 nos. It more better,0,68.7,31.3,neu
385,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",According to prices nice one,0,58.8,41.2,neu
386,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Excellent Laptop.,0,21.3,78.7,pos
387,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Good initially,later i will give all details",0,67.4,32.6,neu
388,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Main Buzz killer is Processor(very slowwww). Second is Type c charger is not included (only usual charger) and type C port cannot be use for charging.,14.7,85.3,0,neu
389,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Nice product,0,26.3,73.7,pos
390,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",,0,0,0,neg
391,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Initially there are issues with touch screen and windows updates, i have tried lot of things which didn't worked, even a service person didn't done anything, after all these things i have reset the pc. Then it's working normally.",0,100,0,neu
392,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Don't buy too slow,0,100,0,neu
393,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Just for show off not for official use at all,0,100,0,neu
394,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Budget product ... Need to give option for increasing memory.Got exchange value of my DELL latitude ( i3) of Rs.8750.,0,88.8,11.2,neu
395,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",It is a good design product. But cannot be used to paly games.,0,86,14,neu
396,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Good product for normal uses .meets all routine requirements of laptop and tablet..go for it,0,82.8,17.2,neu
397,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","The product comes with a serial number which amazon shares it on their payslip/warranty. Now after receiving the product the serial number on checking on lenovo portal I am informed that the product warranty is left with 3 months.  Lucky, I did not open the seal pack. Amazon customer care now wants 5/6 days to investigate this matter. Technical and QC team at amazon is seriously not working. This is not the first time, too many bad experiences. Amazon needs to do something..... awaiting",5.4,75.1,19.5,neu
398,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Good product for children's studies and for travel usage purpuse, good battery backup",0,65.5,34.5,neu
399,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Good laptop,0,25.6,74.4,pos
400,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Very good,0,23.8,76.2,pos
401,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",I think seller is selling used product or refurbished product as in description it is written that product comes with 1 year warranty but when I scan my product for warranty it was showing warranty started in March 2022 and will expire on April 2023 and I have purchased product on 25 September 2022 which means seller is trying to cheat customer buy hiding information or putting wrong description of product,13.9,86.1,0,neu
402,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",I just had the requirement for a window based tablet and it suited at first but i regret buying this piece of junk. Don't go for it. Might not get proper technical support,9.7,81,9.3,neu
403,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Compatible and fortablet,0,100,0,neu
404,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","The build quality of laptop is very good. Screen quality is also good and touch is smooth. Sound quality is good but not that loud. Both camera quality is average. Performance of laptop is also average. This laptop is only for the purpose of basic entertainment and browsing. The video quality and colors are very good. Stylus pen was not provided in my set. Overall laptop is great but Performance could have been better, but it does the work.",0,75.4,24.6,neu
405,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Product is very good .i am very much satisfied with this product,0,61.5,38.5,neu
406,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Hanging issues,0,100,0,neu
407,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Best product,0,19.2,80.8,pos
408,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Slower a bit, go for ssd and 8gb model",0,100,0,neu
409,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Good in price range,0,50.8,49.2,neu
410,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",It's good purchase in this price segment. You will enjoy if you use it in tablet form,0,71.1,28.9,neu
411,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Very slow.  Even some pre-installed apps not opening,0,100,0,neu
412,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Value for money don't worry about the Intel Pentium processor it has as it's performance is good for studies and normal video watching.And the battery backup is too good when used for reading pdfs.The only drawback is the sound which is not that good it needs extra blue tooth speaker while watching video.But for this cost it works decently.Size ofcourse is very handy.,3.4,81.7,14.9,neu
413,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","I Bought this Device when it was available on sale at affordable price.  Because of sale, the c-type(newest) cable wasn't available and a pen to write on tablet was missing. Other than this, All devices are working the best. Great Camera quality",4.4,78.8,16.8,neu
414,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Value for money,0,45.5,54.5,pos
415,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Great product. Using this for six months now and no conplins,14.4,58.8,26.8,neu
416,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Hi....I neverBlame a brandBut in this laptopI have faced issue much moreWhen it delivered everything isGoing goodAfter 1 day issue starredUpdateBattery issueHeating problemIm a entrepreneurAnd also youtuberSo i needed forButI returned itAfterComplaint continuesThen.Amazon accepted that to return the productNow in going to more much one another,0,95.5,4.5,neu
417,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Small, compact, easy to use and to start with. Amazing product. I have trusted Lenovo before and they just keep on surprising you !!Coming to the product it’s sleek very handy and very easy to use as soon as you receive it you are good to go. Well done Amazon and Lenovo !! Home delivery has its own benefits!!Satisfied actually very satisfied with the product ….Cheers !!",0,69,31,neu
418,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",As per my requirement nice and it help me a lot especially when I am out of office easy to carry....,0,68.2,31.8,neu
419,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","It's original product lenovo, don't expect much from processor, good for browsing and ms word",0,71.4,28.6,neu
420,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Looks very beautifulLooked more beautiful if thinner Body to screen ratioCompany may use sliding locks for more strength between tab and keypadOverall the package is head turner,0,75.9,24.1,neu
421,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",As per the price the product is awesome,0,63.1,36.9,neu
422,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Keyboard stopped working within 3 months. It's difficult to use now,32.8,67.2,0,neu
423,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","This laptop is not only cheaper than other laptops but also far superior to other laptops. I suggest you to get this laptop.When I showed this laptop to my friends, they were also shocked to see the features of this laptop.",5.9,76.2,17.9,neu
424,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Overall is decent, if u r trying to just pass ur time with it but if u want this laptop for working purpose please dont buy. Waste of time and money. Very slow, YouTube will buffer a lot. May overheat sometimes when CPU is put under stress one of the drawbacks of not having a cpu fan... But if u r show off kinda person and dont care much abt performance go ahead with it.",8.3,79.8,12,neu
425,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Its OK,0,25.4,74.6,pos
426,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Awesome battery, very good performance given low end processor.",13.6,39,47.4,pos
427,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","Whoever have bought this product, kindly check warranty in Lenova website - Warranty Look Up from the device and use option Find My device. Mostly the warranty will be expiring by Apr 2023 that is less  than 6 months and not 1 year warranty as promised.",0,88.5,11.5,neu
428,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","The pros are design is excellent , easy to pack and carry, clarity of the screen and strong built. The cons were the slightly slow performance due to 4GB Ram.",0,67.4,32.6,neu
429,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","The media could not be loaded.
                



 Only 1 day use and not installed any single software and hanging problem start and display can't movement and can't restartPlease refund my money",8.5,91.5,0,neu
430,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",As per commitment their is no wifi Pad in the Box,15.9,65.2,18.8,neu
431,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Microsoft office requires activation. Which is very worst.,38.6,61.4,0,neu
432,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",Product was bought on 24 September but warranty started from March,0,100,0,neu
433,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",I received this order on 14 Nov 2022. After switching on it heated up within 5 mins. I filed a complain regarding this but they could do anything. Amazon is not giving the option of replace or return. I am regretting after buying this product.i felt helpless I couldn't think what I do now,18.8,77.9,3.3,neu
434,"Lenovo IdeaPad D330 Intel Celeron N4020 10.1&#34; (25cm) HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN",I like the connectivity of the keyboard the tab is smooth but little slow that's not the big issue the touch screen is very much responsive but heats very frequently it has no cooling system so this is the main problem but the overall package is good go through it.I am loving this product..,9.2,69.6,21.2,neu
